date,product_id,quantity,unit_cost,lead_time_days
2017-10-09,CAMA-MESA-BANHO,120,95.53,13
2017-10-16,CAMA-MESA-BANHO,140,95.53,13
2017-10-23,CAMA-MESA-BANHO,132,95.53,13
2017-10-30,CAMA-MESA-BANHO,126,95.53,13
2017-11-06,CAMA-MESA-BANHO,150,95.53,13
2017-11-13,CAMA-MESA-BANHO,136,95.53,13
2017-11-20,CAMA-MESA-BANHO,430,95.53,13
2017-11-27,CAMA-MESA-BANHO,236,95.53,13
2017-12-04,CAMA-MESA-BANHO,137,95.53,13
2017-12-11,CAMA-MESA-BANHO,122,95.53,13
2017-12-18,CAMA-MESA-BANHO,105,95.53,13
2017-12-25,CAMA-MESA-BANHO,96,95.53,13
2016-12-26,MOVEIS-DECORACAO,0,80.28,13
2017-01-02,MOVEIS-DECORACAO,1,80.28,13
2017-01-09,MOVEIS-DECORACAO,31,80.28,13
2017-01-16,MOVEIS-DECORACAO,68,80.28,13
2017-01-23,MOVEIS-DECORACAO,56,80.28,13
2017-01-30,MOVEIS-DECORACAO,69,80.28,13
2017-02-06,MOVEIS-DECORACAO,58,80.28,13
2017-02-13,MOVEIS-DECORACAO,63,80.28,13
2017-02-20,MOVEIS-DECORACAO,68,80.28,13
2017-02-27,MOVEIS-DECORACAO,103,80.28,13
2017-03-06,MOVEIS-DECORACAO,69,80.28,13
2017-03-13,MOVEIS-DECORACAO,69,80.28,13
2017-03-20,MOVEIS-DECORACAO,61,80.28,13
2017-03-27,MOVEIS-DECORACAO,42,80.28,13
2017-04-03,MOVEIS-DECORACAO,45,80.28,13
2017-04-10,MOVEIS-DECORACAO,29,80.28,13
2017-04-17,MOVEIS-DECORACAO,54,80.28,13
2017-04-24,MOVEIS-DECORACAO,54,80.28,13
2017-05-01,MOVEIS-DECORACAO,60,80.28,13
2017-05-08,MOVEIS-DECORACAO,58,80.28,13
2017-05-15,MOVEIS-DECORACAO,75,80.28,13
2017-05-22,MOVEIS-DECORACAO,49,80.28,13
2017-05-29,MOVEIS-DECORACAO,56,80.28,13
2017-06-05,MOVEIS-DECORACAO,63,80.28,13
2017-06-12,MOVEIS-DECORACAO,42,80.28,13
2017-06-19,MOVEIS-DECORACAO,56,80.28,13
2017-06-26,MOVEIS-DECORACAO,64,80.28,13
2017-07-03,MOVEIS-DECORACAO,75,80.28,13
2017-07-10,MOVEIS-DECORACAO,66,80.28,13
2017-07-17,MOVEIS-DECORACAO,58,80.28,13
2017-07-24,MOVEIS-DECORACAO,81,80.28,13
2017-07-31,MOVEIS-DECORACAO,101,80.28,13
2017-08-07,MOVEIS-DECORACAO,77,80.28,13
2017-08-14,MOVEIS-DECORACAO,98,80.28,13
2017-08-21,MOVEIS-DECORACAO,105,80.28,13
2017-08-28,MOVEIS-DECORACAO,96,80.28,13
2017-09-04,MOVEIS-DECORACAO,85,80.28,13
2017-09-11,MOVEIS-DECORACAO,76,80.28,13
2017-09-18,MOVEIS-DECORACAO,88,80.28,13
2017-09-25,MOVEIS-DECORACAO,63,80.28,13
2017-10-02,MOVEIS-DECORACAO,67,80.28,13
2017-10-09,MOVEIS-DECORACAO,76,80.28,13
2017-10-16,MOVEIS-DECORACAO,100,80.28,13
2017-10-23,MOVEIS-DECORACAO,95,80.28,13
2017-10-30,MOVEIS-DECORACAO,70,80.28,13
2017-11-06,MOVEIS-DECORACAO,114,80.28,13
2017-11-13,MOVEIS-DECORACAO,139,80.28,13
2017-11-20,MOVEIS-DECORACAO,351,80.28,13
2017-11-27,MOVEIS-DECORACAO,176,80.28,13
2017-12-04,MOVEIS-DECORACAO,106,80.28,13
2017-12-11,MOVEIS-DECORACAO,86,80.28,13
2017-12-18,MOVEIS-DECORACAO,66,80.28,13
2017-12-25,MOVEIS-DECORACAO,60,80.28,13
2016-12-26,ESPORTE-LAZER,0,109.49,12
2017-01-02,ESPORTE-LAZER,0,109.49,12
2017-01-09,ESPORTE-LAZER,7,109.49,12
2017-01-16,ESPORTE-LAZER,20,109.49,12
2017-01-23,ESPORTE-LAZER,39,109.49,12
2017-01-30,ESPORTE-LAZER,35,109.49,12
2017-02-06,ESPORTE-LAZER,58,109.49,12
2017-02-13,ESPORTE-LAZER,23,109.49,12
2017-02-20,ESPORTE-LAZER,29,109.49,12
2017-02-27,ESPORTE-LAZER,44,109.49,12
2017-03-06,ESPORTE-LAZER,36,109.49,12
2017-03-13,ESPORTE-LAZER,37,109.49,12
2017-03-20,ESPORTE-LAZER,53,109.49,12
2017-03-27,ESPORTE-LAZER,39,109.49,12
2017-04-03,ESPORTE-LAZER,49,109.49,12
2017-04-10,ESPORTE-LAZER,39,109.49,12
2017-04-17,ESPORTE-LAZER,45,109.49,12
2017-04-24,ESPORTE-LAZER,63,109.49,12
2017-05-01,ESPORTE-LAZER,78,109.49,12
2017-05-08,ESPORTE-LAZER,56,109.49,12
2017-05-15,ESPORTE-LAZER,85,109.49,12
2017-05-22,ESPORTE-LAZER,75,109.49,12
2017-05-29,ESPORTE-LAZER,45,109.49,12
2017-06-05,ESPORTE-LAZER,68,109.49,12
2017-06-12,ESPORTE-LAZER,70,109.49,12
2017-06-19,ESPORTE-LAZER,47,109.49,12
2017-06-26,ESPORTE-LAZER,68,109.49,12
2017-07-03,ESPORTE-LAZER,74,109.49,12
2017-07-10,ESPORTE-LAZER,93,109.49,12
2017-07-17,ESPORTE-LAZER,75,109.49,12
2017-07-24,ESPORTE-LAZER,101,109.49,12
2017-07-31,ESPORTE-LAZER,88,109.49,12
2017-08-07,ESPORTE-LAZER,98,109.49,12
2017-08-14,ESPORTE-LAZER,103,109.49,12
2017-08-21,ESPORTE-LAZER,92,109.49,12
2017-08-28,ESPORTE-LAZER,87,109.49,12
2017-09-04,ESPORTE-LAZER,88,109.49,12
2017-09-11,ESPORTE-LAZER,123,109.49,12
2017-09-18,ESPORTE-LAZER,118,109.49,12
2017-09-25,ESPORTE-LAZER,101,109.49,12
2017-10-02,ESPORTE-LAZER,116,109.49,12
2017-10-09,ESPORTE-LAZER,105,109.49,12
2017-10-16,ESPORTE-LAZER,110,109.49,12
2017-10-23,ESPORTE-LAZER,87,109.49,12
2017-10-30,ESPORTE-LAZER,94,109.49,12
2017-11-06,ESPORTE-LAZER,101,109.49,12
2017-11-13,ESPORTE-LAZER,94,109.49,12
2017-11-20,ESPORTE-LAZER,222,109.49,12
2017-11-27,ESPORTE-LAZER,179,109.49,12
2017-12-04,ESPORTE-LAZER,159,109.49,12
2017-12-11,ESPORTE-LAZER,128,109.49,12
2017-12-18,ESPORTE-LAZER,83,109.49,12
2017-12-25,ESPORTE-LAZER,50,109.49,12
2016-12-26,BELEZA-SAUDE,0,132.21,12
2017-01-02,BELEZA-SAUDE,2,132.21,12
2017-01-09,BELEZA-SAUDE,3,132.21,12
2017-01-16,BELEZA-SAUDE,18,132.21,12
2017-01-23,BELEZA-SAUDE,44,132.21,12
2017-01-30,BELEZA-SAUDE,62,132.21,12
2017-02-06,BELEZA-SAUDE,45,132.21,12
2017-02-13,BELEZA-SAUDE,24,132.21,12
2017-02-20,BELEZA-SAUDE,36,132.21,12
2017-02-27,BELEZA-SAUDE,30,132.21,12
2017-03-06,BELEZA-SAUDE,42,132.21,12
2017-03-13,BELEZA-SAUDE,50,132.21,12
2017-03-20,BELEZA-SAUDE,56,132.21,12
2017-03-27,BELEZA-SAUDE,44,132.21,12
2017-04-03,BELEZA-SAUDE,37,132.21,12
2017-04-10,BELEZA-SAUDE,35,132.21,12
2017-04-17,BELEZA-SAUDE,44,132.21,12
2017-04-24,BELEZA-SAUDE,52,132.21,12
2017-05-01,BELEZA-SAUDE,70,132.21,12
2017-05-08,BELEZA-SAUDE,62,132.21,12
2017-05-15,BELEZA-SAUDE,59,132.21,12
2017-05-22,BELEZA-SAUDE,57,132.21,12
2017-05-29,BELEZA-SAUDE,79,132.21,12
2017-06-05,BELEZA-SAUDE,54,132.21,12
2017-06-12,BELEZA-SAUDE,52,132.21,12
2017-06-19,BELEZA-SAUDE,59,132.21,12
2017-06-26,BELEZA-SAUDE,61,132.21,12
2017-07-03,BELEZA-SAUDE,61,132.21,12
2017-07-10,BELEZA-SAUDE,90,132.21,12
2017-07-17,BELEZA-SAUDE,69,132.21,12
2017-07-24,BELEZA-SAUDE,65,132.21,12
2017-07-31,BELEZA-SAUDE,77,132.21,12
2017-08-07,BELEZA-SAUDE,67,132.21,12
2017-08-14,BELEZA-SAUDE,84,132.21,12
2017-08-21,BELEZA-SAUDE,74,132.21,12
2017-08-28,BELEZA-SAUDE,89,132.21,12
2017-09-04,BELEZA-SAUDE,85,132.21,12
2017-09-11,BELEZA-SAUDE,106,132.21,12
2017-09-18,BELEZA-SAUDE,83,132.21,12
2017-09-25,BELEZA-SAUDE,78,132.21,12
2017-10-02,BELEZA-SAUDE,74,132.21,12
2017-10-09,BELEZA-SAUDE,68,132.21,12
2017-10-16,BELEZA-SAUDE,102,132.21,12
2017-10-23,BELEZA-SAUDE,83,132.21,12
2017-10-30,BELEZA-SAUDE,64,132.21,12
2017-11-06,BELEZA-SAUDE,85,132.21,12
2017-11-13,BELEZA-SAUDE,85,132.21,12
2017-11-20,BELEZA-SAUDE,238,132.21,12
2017-11-27,BELEZA-SAUDE,183,132.21,12
2017-12-04,BELEZA-SAUDE,137,132.21,12
2017-12-11,BELEZA-SAUDE,118,132.21,12
2017-12-18,BELEZA-SAUDE,81,132.21,12
2017-12-25,BELEZA-SAUDE,51,132.21,12
2016-12-26,INFORMATICA-ACESSORIOS,0,130.24,12
2017-01-02,INFORMATICA-ACESSORIOS,0,130.24,12
2017-01-09,INFORMATICA-ACESSORIOS,4,130.24,12
2017-01-16,INFORMATICA-ACESSORIOS,5,130.24,12
2017-01-23,INFORMATICA-ACESSORIOS,17,130.24,12
2017-01-30,INFORMATICA-ACESSORIOS,18,130.24,12
2017-02-06,INFORMATICA-ACESSORIOS,26,130.24,12
2017-02-13,INFORMATICA-ACESSORIOS,29,130.24,12
2017-02-20,INFORMATICA-ACESSORIOS,29,130.24,12
2017-02-27,INFORMATICA-ACESSORIOS,23,130.24,12
2017-03-06,INFORMATICA-ACESSORIOS,50,130.24,12
2017-03-13,INFORMATICA-ACESSORIOS,28,130.24,12
2017-03-20,INFORMATICA-ACESSORIOS,39,130.24,12
2017-03-27,INFORMATICA-ACESSORIOS,37,130.24,12
2017-04-03,INFORMATICA-ACESSORIOS,21,130.24,12
2017-04-10,INFORMATICA-ACESSORIOS,25,130.24,12
2017-04-17,INFORMATICA-ACESSORIOS,36,130.24,12
2017-04-24,INFORMATICA-ACESSORIOS,47,130.24,12
2017-05-01,INFORMATICA-ACESSORIOS,42,130.24,12
2017-05-08,INFORMATICA-ACESSORIOS,90,130.24,12
2017-05-15,INFORMATICA-ACESSORIOS,86,130.24,12
2017-05-22,INFORMATICA-ACESSORIOS,57,130.24,12
2017-05-29,INFORMATICA-ACESSORIOS,68,130.24,12
2017-06-05,INFORMATICA-ACESSORIOS,69,130.24,12
2017-06-12,INFORMATICA-ACESSORIOS,73,130.24,12
2017-06-19,INFORMATICA-ACESSORIOS,52,130.24,12
2017-06-26,INFORMATICA-ACESSORIOS,34,130.24,12
2017-07-03,INFORMATICA-ACESSORIOS,61,130.24,12
2017-07-10,INFORMATICA-ACESSORIOS,73,130.24,12
2017-07-17,INFORMATICA-ACESSORIOS,82,130.24,12
2017-07-24,INFORMATICA-ACESSORIOS,81,130.24,12
2017-07-31,INFORMATICA-ACESSORIOS,84,130.24,12
2017-08-07,INFORMATICA-ACESSORIOS,75,130.24,12
2017-08-14,INFORMATICA-ACESSORIOS,85,130.24,12
2017-08-21,INFORMATICA-ACESSORIOS,73,130.24,12
2017-08-28,INFORMATICA-ACESSORIOS,57,130.24,12
2017-09-04,INFORMATICA-ACESSORIOS,56,130.24,12
2017-09-11,INFORMATICA-ACESSORIOS,72,130.24,12
2017-09-18,INFORMATICA-ACESSORIOS,50,130.24,12
2017-09-25,INFORMATICA-ACESSORIOS,55,130.24,12
2017-10-02,INFORMATICA-ACESSORIOS,62,130.24,12
2017-10-09,INFORMATICA-ACESSORIOS,71,130.24,12
2017-10-16,INFORMATICA-ACESSORIOS,70,130.24,12
2017-10-23,INFORMATICA-ACESSORIOS,72,130.24,12
2017-10-30,INFORMATICA-ACESSORIOS,67,130.24,12
2017-11-06,INFORMATICA-ACESSORIOS,81,130.24,12
2017-11-13,INFORMATICA-ACESSORIOS,94,130.24,12
2017-11-20,INFORMATICA-ACESSORIOS,198,130.24,12
2017-11-27,INFORMATICA-ACESSORIOS,138,130.24,12
2017-12-04,INFORMATICA-ACESSORIOS,88,130.24,12
2017-12-11,INFORMATICA-ACESSORIOS,56,130.24,12
2017-12-18,INFORMATICA-ACESSORIOS,66,130.24,12
2017-12-25,INFORMATICA-ACESSORIOS,35,130.24,12
2016-12-26,UTILIDADES-DOMESTICAS,0,79.09,11
2017-01-02,UTILIDADES-DOMESTICAS,0,79.09,11
2017-01-09,UTILIDADES-DOMESTICAS,2,79.09,11
2017-01-16,UTILIDADES-DOMESTICAS,4,79.09,11
2017-01-23,UTILIDADES-DOMESTICAS,19,79.09,11
2017-01-30,UTILIDADES-DOMESTICAS,5,79.09,11
2017-02-06,UTILIDADES-DOMESTICAS,26,79.09,11
2017-02-13,UTILIDADES-DOMESTICAS,18,79.09,11
2017-02-20,UTILIDADES-DOMESTICAS,18,79.09,11
2017-02-27,UTILIDADES-DOMESTICAS,29,79.09,11
2017-03-06,UTILIDADES-DOMESTICAS,43,79.09,11
2017-03-13,UTILIDADES-DOMESTICAS,47,79.09,11
2017-03-20,UTILIDADES-DOMESTICAS,56,79.09,11
2017-03-27,UTILIDADES-DOMESTICAS,29,79.09,11
2017-04-03,UTILIDADES-DOMESTICAS,40,79.09,11
2017-04-10,UTILIDADES-DOMESTICAS,23,79.09,11
2017-04-17,UTILIDADES-DOMESTICAS,27,79.09,11
2017-04-24,UTILIDADES-DOMESTICAS,76,79.09,11
2017-05-01,UTILIDADES-DOMESTICAS,63,79.09,11
2017-05-08,UTILIDADES-DOMESTICAS,45,79.09,11
2017-05-15,UTILIDADES-DOMESTICAS,94,79.09,11
2017-05-22,UTILIDADES-DOMESTICAS,57,79.09,11
2017-05-29,UTILIDADES-DOMESTICAS,78,79.09,11
2017-06-05,UTILIDADES-DOMESTICAS,66,79.09,11
2017-06-12,UTILIDADES-DOMESTICAS,64,79.09,11
2017-06-19,UTILIDADES-DOMESTICAS,83,79.09,11
2017-06-26,UTILIDADES-DOMESTICAS,87,79.09,11
2017-07-03,UTILIDADES-DOMESTICAS,53,79.09,11
2017-07-10,UTILIDADES-DOMESTICAS,50,79.09,11
2017-07-17,UTILIDADES-DOMESTICAS,57,79.09,11
2017-07-24,UTILIDADES-DOMESTICAS,78,79.09,11
2017-07-31,UTILIDADES-DOMESTICAS,78,79.09,11
2017-08-07,UTILIDADES-DOMESTICAS,62,79.09,11
2017-08-14,UTILIDADES-DOMESTICAS,60,79.09,11
2017-08-21,UTILIDADES-DOMESTICAS,50,79.09,11
2017-08-28,UTILIDADES-DOMESTICAS,77,79.09,11
2017-09-04,UTILIDADES-DOMESTICAS,47,79.09,11
2017-09-11,UTILIDADES-DOMESTICAS,80,79.09,11
2017-09-18,UTILIDADES-DOMESTICAS,48,79.09,11
2017-09-25,UTILIDADES-DOMESTICAS,49,79.09,11
2017-10-02,UTILIDADES-DOMESTICAS,48,79.09,11
2017-10-09,UTILIDADES-DOMESTICAS,59,79.09,11
2017-10-16,UTILIDADES-DOMESTICAS,60,79.09,11
2017-10-23,UTILIDADES-DOMESTICAS,46,79.09,11
2017-10-30,UTILIDADES-DOMESTICAS,52,79.09,11
2017-11-06,UTILIDADES-DOMESTICAS,62,79.09,11
2017-11-13,UTILIDADES-DOMESTICAS,68,79.09,11
2017-11-20,UTILIDADES-DOMESTICAS,167,79.09,11
2017-11-27,UTILIDADES-DOMESTICAS,113,79.09,11
2017-12-04,UTILIDADES-DOMESTICAS,87,79.09,11
2017-12-11,UTILIDADES-DOMESTICAS,67,79.09,11
2017-12-18,UTILIDADES-DOMESTICAS,64,79.09,11
2017-12-25,UTILIDADES-DOMESTICAS,32,79.09,11
2016-12-26,BRINQUEDOS,0,117.24,12
2017-01-02,BRINQUEDOS,3,117.24,12
2017-01-09,BRINQUEDOS,2,117.24,12
2017-01-16,BRINQUEDOS,11,117.24,12
2017-01-23,BRINQUEDOS,22,117.24,12
2017-01-30,BRINQUEDOS,15,117.24,12
2017-02-06,BRINQUEDOS,21,117.24,12
2017-02-13,BRINQUEDOS,17,117.24,12
2017-02-20,BRINQUEDOS,12,117.24,12
2017-02-27,BRINQUEDOS,23,117.24,12
2017-03-06,BRINQUEDOS,23,117.24,12
2017-03-13,BRINQUEDOS,23,117.24,12
2017-03-20,BRINQUEDOS,20,117.24,12
2017-03-27,BRINQUEDOS,24,117.24,12
2017-04-03,BRINQUEDOS,33,117.24,12
2017-04-10,BRINQUEDOS,24,117.24,12
2017-04-17,BRINQUEDOS,22,117.24,12
2017-04-24,BRINQUEDOS,27,117.24,12
2017-05-01,BRINQUEDOS,36,117.24,12
2017-05-08,BRINQUEDOS,45,117.24,12
2017-05-15,BRINQUEDOS,46,117.24,12
2017-05-22,BRINQUEDOS,48,117.24,12
2017-05-29,BRINQUEDOS,46,117.24,12
2017-06-05,BRINQUEDOS,52,117.24,12
2017-06-12,BRINQUEDOS,33,117.24,12
2017-06-19,BRINQUEDOS,27,117.24,12
2017-06-26,BRINQUEDOS,32,117.24,12
2017-07-03,BRINQUEDOS,45,117.24,12
2017-07-10,BRINQUEDOS,50,117.24,12
2017-07-17,BRINQUEDOS,40,117.24,12
2017-07-24,BRINQUEDOS,45,117.24,12
2017-07-31,BRINQUEDOS,54,117.24,12
2017-08-07,BRINQUEDOS,40,117.24,12
2017-08-14,BRINQUEDOS,43,117.24,12
2017-08-21,BRINQUEDOS,30,117.24,12
2017-08-28,BRINQUEDOS,40,117.24,12
2017-09-04,BRINQUEDOS,55,117.24,12
2017-09-11,BRINQUEDOS,73,117.24,12
2017-09-18,BRINQUEDOS,74,117.24,12
2017-09-25,BRINQUEDOS,85,117.24,12
2017-10-02,BRINQUEDOS,86,117.24,12
2017-10-09,BRINQUEDOS,71,117.24,12
2017-10-16,BRINQUEDOS,52,117.24,12
2017-10-23,BRINQUEDOS,51,117.24,12
2017-10-30,BRINQUEDOS,35,117.24,12
2017-11-06,BRINQUEDOS,56,117.24,12
2017-11-13,BRINQUEDOS,74,117.24,12
2017-11-20,BRINQUEDOS,204,117.24,12
2017-11-27,BRINQUEDOS,209,117.24,12
2017-12-04,BRINQUEDOS,172,117.24,12
2017-12-11,BRINQUEDOS,105,117.24,12
2017-12-18,BRINQUEDOS,41,117.24,12
2017-12-25,BRINQUEDOS,31,117.24,12
2016-12-26,FERRAMENTAS-JARDIM,0,106.46,14
2017-01-02,FERRAMENTAS-JARDIM,2,106.46,14
2017-01-09,FERRAMENTAS-JARDIM,9,106.46,14
2017-01-16,FERRAMENTAS-JARDIM,7,106.46,14
2017-01-23,FERRAMENTAS-JARDIM,19,106.46,14
2017-01-30,FERRAMENTAS-JARDIM,28,106.46,14
2017-02-06,FERRAMENTAS-JARDIM,12,106.46,14
2017-02-13,FERRAMENTAS-JARDIM,25,106.46,14
2017-02-20,FERRAMENTAS-JARDIM,17,106.46,14
2017-02-27,FERRAMENTAS-JARDIM,17,106.46,14
2017-03-06,FERRAMENTAS-JARDIM,29,106.46,14
2017-03-13,FERRAMENTAS-JARDIM,50,106.46,14
2017-03-20,FERRAMENTAS-JARDIM,37,106.46,14
2017-03-27,FERRAMENTAS-JARDIM,21,106.46,14
2017-04-03,FERRAMENTAS-JARDIM,28,106.46,14
2017-04-10,FERRAMENTAS-JARDIM,30,106.46,14
2017-04-17,FERRAMENTAS-JARDIM,22,106.46,14
2017-04-24,FERRAMENTAS-JARDIM,24,106.46,14
2017-05-01,FERRAMENTAS-JARDIM,40,106.46,14
2017-05-08,FERRAMENTAS-JARDIM,32,106.46,14
2017-05-15,FERRAMENTAS-JARDIM,30,106.46,14
2017-05-22,FERRAMENTAS-JARDIM,26,106.46,14
2017-05-29,FERRAMENTAS-JARDIM,25,106.46,14
2017-06-05,FERRAMENTAS-JARDIM,32,106.46,14
2017-06-12,FERRAMENTAS-JARDIM,32,106.46,14
2017-06-19,FERRAMENTAS-JARDIM,15,106.46,14
2017-06-26,FERRAMENTAS-JARDIM,20,106.46,14
2017-07-03,FERRAMENTAS-JARDIM,28,106.46,14
2017-07-10,FERRAMENTAS-JARDIM,28,106.46,14
2017-07-17,FERRAMENTAS-JARDIM,89,106.46,14
2017-07-24,FERRAMENTAS-JARDIM,27,106.46,14
2017-07-31,FERRAMENTAS-JARDIM,43,106.46,14
2017-08-07,FERRAMENTAS-JARDIM,50,106.46,14
2017-08-14,FERRAMENTAS-JARDIM,71,106.46,14
2017-08-21,FERRAMENTAS-JARDIM,34,106.46,14
2017-08-28,FERRAMENTAS-JARDIM,65,106.46,14
2017-09-04,FERRAMENTAS-JARDIM,49,106.46,14
2017-09-11,FERRAMENTAS-JARDIM,60,106.46,14
2017-09-18,FERRAMENTAS-JARDIM,45,106.46,14
2017-09-25,FERRAMENTAS-JARDIM,58,106.46,14
2017-10-02,FERRAMENTAS-JARDIM,80,106.46,14
2017-10-09,FERRAMENTAS-JARDIM,45,106.46,14
2017-10-16,FERRAMENTAS-JARDIM,57,106.46,14
2017-10-23,FERRAMENTAS-JARDIM,62,106.46,14
2017-10-30,FERRAMENTAS-JARDIM,71,106.46,14
2017-11-06,FERRAMENTAS-JARDIM,72,106.46,14
2017-11-13,FERRAMENTAS-JARDIM,84,106.46,14
2017-11-20,FERRAMENTAS-JARDIM,268,106.46,14
2017-11-27,FERRAMENTAS-JARDIM,97,106.46,14
2017-12-04,FERRAMENTAS-JARDIM,106,106.46,14
2017-12-11,FERRAMENTAS-JARDIM,77,106.46,14
2017-12-18,FERRAMENTAS-JARDIM,47,106.46,14
2017-12-25,FERRAMENTAS-JARDIM,71,106.46,14
