date,product_id,quantity,unit_cost,lead_time_days
2024-09-16,SKU-B,257,10.0,14
2024-09-23,SKU-B,158,10.0,14
2024-09-30,SKU-B,230,10.0,14
2024-10-07,SKU-B,207,10.0,14
2024-10-14,SKU-B,227,10.0,14
2024-10-21,SKU-B,275,10.0,14
2024-10-28,SKU-B,231,10.0,14
2024-11-04,SKU-B,241,10.0,14
2024-11-11,SKU-B,241,10.0,14
2024-11-18,SKU-B,199,10.0,14
2024-11-25,SKU-B,245,10.0,14
2024-12-02,SKU-B,237,10.0,14
2024-12-09,SKU-B,263,10.0,14
2024-12-16,SKU-B,244,10.0,14
2024-12-23,SKU-B,294,10.0,14
2024-01-01,SKU-C,30,120.0,7
2024-01-08,SKU-C,0,120.0,7
2024-01-15,SKU-C,52,120.0,7
2024-01-22,SKU-C,0,120.0,7
2024-01-29,SKU-C,26,120.0,7
2024-02-05,SKU-C,0,120.0,7
2024-02-12,SKU-C,0,120.0,7
2024-02-19,SKU-C,0,120.0,7
2024-02-26,SKU-C,0,120.0,7
2024-03-04,SKU-C,35,120.0,7
2024-03-11,SKU-C,54,120.0,7
2024-03-18,SKU-C,0,120.0,7
2024-03-25,SKU-C,34,120.0,7
2024-04-01,SKU-C,0,120.0,7
2024-04-08,SKU-C,13,120.0,7
2024-04-15,SKU-C,0,120.0,7
2024-04-22,SKU-C,0,120.0,7
2024-04-29,SKU-C,0,120.0,7
2024-05-06,SKU-C,0,120.0,7
2024-05-13,SKU-C,33,120.0,7
2024-05-20,SKU-C,0,120.0,7
2024-05-27,SKU-C,0,120.0,7
2024-06-03,SKU-C,0,120.0,7
2024-06-10,SKU-C,0,120.0,7
2024-06-17,SKU-C,0,120.0,7
2024-06-24,SKU-C,51,120.0,7
2024-07-01,SKU-C,0,120.0,7
2024-07-08,SKU-C,25,120.0,7
2024-07-15,SKU-C,29,120.0,7
2024-07-22,SKU-C,37,120.0,7
2024-07-29,SKU-C,0,120.0,7
2024-08-05,SKU-C,0,120.0,7
2024-08-12,SKU-C,45,120.0,7
2024-08-19,SKU-C,0,120.0,7
2024-08-26,SKU-C,0,120.0,7
2024-09-02,SKU-C,21,120.0,7
2024-09-09,SKU-C,54,120.0,7
2024-09-16,SKU-C,0,120.0,7
2024-09-23,SKU-C,16,120.0,7
2024-09-30,SKU-C,20,120.0,7
2024-10-07,SKU-C,0,120.0,7
2024-10-14,SKU-C,43,120.0,7
2024-10-21,SKU-C,26,120.0,7
2024-10-28,SKU-C,40,120.0,7
2024-11-04,SKU-C,0,120.0,7
2024-11-11,SKU-C,0,120.0,7
2024-11-18,SKU-C,0,120.0,7
2024-11-25,SKU-C,0,120.0,7
2024-12-02,SKU-C,55,120.0,7
2024-12-09,SKU-C,0,120.0,7
2024-12-16,SKU-C,56,120.0,7
2024-12-23,SKU-C,34,120.0,7
2024-01-01,SKU-D,51,30.0,7
2024-01-08,SKU-D,45,30.0,7
2024-01-15,SKU-D,55,30.0,7
2024-01-22,SKU-D,55,30.0,7
2024-01-29,SKU-D,59,30.0,7
2024-02-05,SKU-D,43,30.0,7
2024-02-12,SKU-D,51,30.0,7
2024-02-19,SKU-D,52,30.0,7
2024-02-26,SKU-D,46,30.0,7
2024-03-04,SKU-D,44,30.0,7
2024-03-11,SKU-D,48,30.0,7
2024-03-18,SKU-D,46,30.0,7
2024-03-25,SKU-D,41,30.0,7
2024-04-01,SKU-D,51,30.0,7
2024-04-08,SKU-D,48,30.0,7
2024-04-15,SKU-D,47,30.0,7
2024-04-22,SKU-D,50,30.0,7
2024-04-29,SKU-D,45,30.0,7
2024-05-06,SKU-D,50,30.0,7
2024-05-13,SKU-D,55,30.0,7
2024-05-20,SKU-D,54,30.0,7
2024-05-27,SKU-D,43,30.0,7
2024-06-03,SKU-D,54,30.0,7
2024-06-10,SKU-D,52,30.0,7
2024-06-17,SKU-D,43,30.0,7
2024-06-24,SKU-D,43,30.0,7
2024-07-01,SKU-D,46,30.0,7
2024-07-08,SKU-D,44,30.0,7
2024-07-15,SKU-D,40,30.0,7
2024-07-22,SKU-D,45,30.0,7
2024-07-29,SKU-D,61,30.0,7
2024-08-05,SKU-D,42,30.0,7
2024-08-12,SKU-D,48,30.0,7
2024-08-19,SKU-D,48,30.0,7
2024-08-26,SKU-D,50,30.0,7
2024-09-02,SKU-D,46,30.0,7
2024-09-09,SKU-D,45,30.0,7
2024-09-16,SKU-D,47,30.0,7
2024-09-23,SKU-D,46,30.0,7
2024-09-30,SKU-D,54,30.0,7
2024-10-07,SKU-D,47,30.0,7
2024-10-14,SKU-D,54,30.0,7
2024-10-21,SKU-D,59,30.0,7
2024-10-28,SKU-D,53,30.0,7
2024-11-04,SKU-D,56,30.0,7
2024-11-11,SKU-D,56,30.0,7
2024-11-18,SKU-D,54,30.0,7
2024-11-25,SKU-D,47,30.0,7
2024-12-02,SKU-D,46,30.0,7
2024-12-09,SKU-D,59,30.0,7
2024-12-16,SKU-D,41,30.0,7
2024-12-23,SKU-D,36,30.0,7
2024-01-01,SKU-E,379,6.0,21
2024-01-08,SKU-E,342,6.0,21
2024-01-15,SKU-E,290,6.0,21
2024-01-22,SKU-E,334,6.0,21
2024-01-29,SKU-E,324,6.0,21
2024-02-05,SKU-E,336,6.0,21
2024-02-12,SKU-E,316,6.0,21
2024-02-19,SKU-E,348,6.0,21
2024-02-26,SKU-E,326,6.0,21
2024-03-04,SKU-E,330,6.0,21
2024-03-11,SKU-E,329,6.0,21
2024-03-18,SKU-E,370,6.0,21
2024-03-25,SKU-E,288,6.0,21
2024-04-01,SKU-E,354,6.0,21
2024-04-08,SKU-E,341,6.0,21
2024-04-15,SKU-E,311,6.0,21
2024-04-22,SKU-E,284,6.0,21
2024-04-29,SKU-E,282,6.0,21
2024-05-06,SKU-E,302,6.0,21
2024-05-13,SKU-E,263,6.0,21
2024-05-20,SKU-E,303,6.0,21
2024-05-27,SKU-E,346,6.0,21
2024-06-03,SKU-E,292,6.0,21
2024-06-10,SKU-E,326,6.0,21
2024-06-17,SKU-E,311,6.0,21
2024-06-24,SKU-E,275,6.0,21
2024-07-01,SKU-E,307,6.0,21
2024-07-08,SKU-E,269,6.0,21
2024-07-15,SKU-E,347,6.0,21
2024-07-22,SKU-E,331,6.0,21
2024-07-29,SKU-E,334,6.0,21
2024-08-05,SKU-E,316,6.0,21
2024-08-12,SKU-E,316,6.0,21
2024-08-19,SKU-E,350,6.0,21
2024-08-26,SKU-E,287,6.0,21
2024-09-02,SKU-E,309,6.0,21
2024-09-09,SKU-E,365,6.0,21
2024-09-16,SKU-E,329,6.0,21
2024-09-23,SKU-E,361,6.0,21
2024-09-30,SKU-E,413,6.0,21
2024-10-07,SKU-E,368,6.0,21
2024-10-14,SKU-E,384,6.0,21
2024-10-21,SKU-E,366,6.0,21
2024-10-28,SKU-E,396,6.0,21
2024-11-04,SKU-E,380,6.0,21
2024-11-11,SKU-E,412,6.0,21
2024-11-18,SKU-E,337,6.0,21
2024-11-25,SKU-E,379,6.0,21
2024-12-02,SKU-E,353,6.0,21
2024-12-09,SKU-E,389,6.0,21
2024-12-16,SKU-E,346,6.0,21
2024-12-23,SKU-E,368,6.0,21
2024-01-01,SKU-F,0,200.0,14
2024-01-08,SKU-F,17,200.0,14
2024-01-15,SKU-F,0,200.0,14
2024-01-22,SKU-F,14,200.0,14
2024-01-29,SKU-F,0,200.0,14
2024-02-05,SKU-F,0,200.0,14
2024-02-12,SKU-F,0,200.0,14
2024-02-19,SKU-F,0,200.0,14
2024-02-26,SKU-F,0,200.0,14
2024-03-04,SKU-F,9,200.0,14
2024-03-11,SKU-F,21,200.0,14
2024-03-18,SKU-F,0,200.0,14
2024-03-25,SKU-F,0,200.0,14
2024-04-01,SKU-F,0,200.0,14
2024-04-08,SKU-F,0,200.0,14
2024-04-15,SKU-F,0,200.0,14
2024-04-22,SKU-F,9,200.0,14
2024-04-29,SKU-F,0,200.0,14
2024-05-06,SKU-F,0,200.0,14
2024-05-13,SKU-F,16,200.0,14
2024-05-20,SKU-F,11,200.0,14
2024-05-27,SKU-F,0,200.0,14
2024-06-03,SKU-F,10,200.0,14
2024-06-10,SKU-F,0,200.0,14
2024-06-17,SKU-F,0,200.0,14
2024-06-24,SKU-F,17,200.0,14
2024-07-01,SKU-F,0,200.0,14
2024-07-08,SKU-F,40,200.0,14
2024-07-15,SKU-F,28,200.0,14
2024-07-22,SKU-F,0,200.0,14
2024-07-29,SKU-F,0,200.0,14
2024-08-05,SKU-F,0,200.0,14
2024-08-12,SKU-F,0,200.0,14
2024-08-19,SKU-F,23,200.0,14
2024-08-26,SKU-F,0,200.0,14
2024-09-02,SKU-F,0,200.0,14
2024-09-09,SKU-F,0,200.0,14
2024-09-16,SKU-F,6,200.0,14
2024-09-23,SKU-F,0,200.0,14
2024-09-30,SKU-F,0,200.0,14
2024-10-07,SKU-F,0,200.0,14
2024-10-14,SKU-F,0,200.0,14
2024-10-21,SKU-F,0,200.0,14
2024-10-28,SKU-F,0,200.0,14
2024-11-04,SKU-F,0,200.0,14
2024-11-11,SKU-F,0,200.0,14
2024-11-18,SKU-F,0,200.0,14
2024-11-25,SKU-F,0,200.0,14
2024-12-02,SKU-F,0,200.0,14
2024-12-09,SKU-F,0,200.0,14
2024-12-16,SKU-F,0,200.0,14
2024-12-23,SKU-F,0,200.0,14
2024-01-01,SKU-G,90,45.0,7
2024-01-08,SKU-G,48,45.0,7
2024-01-15,SKU-G,78,45.0,7
2024-01-22,SKU-G,102,45.0,7
2024-01-29,SKU-G,74,45.0,7
2024-02-05,SKU-G,30,45.0,7
2024-02-12,SKU-G,82,45.0,7
2024-02-19,SKU-G,75,45.0,7
2024-02-26,SKU-G,51,45.0,7
2024-03-04,SKU-G,31,45.0,7
2024-03-11,SKU-G,95,45.0,7
2024-03-18,SKU-G,119,45.0,7
2024-03-25,SKU-G,80,45.0,7
2024-04-01,SKU-G,94,45.0,7
2024-04-08,SKU-G,56,45.0,7
2024-04-15,SKU-G,119,45.0,7
2024-04-22,SKU-G,106,45.0,7
2024-04-29,SKU-G,10,45.0,7
2024-05-06,SKU-G,69,45.0,7
2024-05-13,SKU-G,65,45.0,7
2024-05-20,SKU-G,90,45.0,7
2024-05-27,SKU-G,100,45.0,7
2024-06-03,SKU-G,24,45.0,7
2024-06-10,SKU-G,109,45.0,7
2024-06-17,SKU-G,77,45.0,7
2024-06-24,SKU-G,68,45.0,7
2024-07-01,SKU-G,87,45.0,7
2024-07-08,SKU-G,69,45.0,7
2024-07-15,SKU-G,88,45.0,7
2024-07-22,SKU-G,128,45.0,7
2024-07-29,SKU-G,77,45.0,7
2024-08-05,SKU-G,117,45.0,7
2024-08-12,SKU-G,42,45.0,7
2024-08-19,SKU-G,59,45.0,7
2024-08-26,SKU-G,119,45.0,7
2024-09-02,SKU-G,44,45.0,7
2024-09-09,SKU-G,108,45.0,7
2024-09-16,SKU-G,85,45.0,7
2024-09-23,SKU-G,55,45.0,7
2024-09-30,SKU-G,101,45.0,7
2024-10-07,SKU-G,95,45.0,7
2024-10-14,SKU-G,39,45.0,7
2024-10-21,SKU-G,81,45.0,7
2024-10-28,SKU-G,55,45.0,7
2024-11-04,SKU-G,119,45.0,7
2024-11-11,SKU-G,71,45.0,7
2024-11-18,SKU-G,95,45.0,7
2024-11-25,SKU-G,19,45.0,7
2024-12-02,SKU-G,56,45.0,7
2024-12-09,SKU-G,85,45.0,7
2024-12-16,SKU-G,59,45.0,7
2024-12-23,SKU-G,110,45.0,7
2024-01-01,SKU-H,139,18.0,7
2024-01-08,SKU-H,127,18.0,7
2024-01-15,SKU-H,154,18.0,7
2024-01-22,SKU-H,107,18.0,7
2024-01-29,SKU-H,144,18.0,7
2024-02-05,SKU-H,157,18.0,7
2024-02-12,SKU-H,140,18.0,7
2024-02-19,SKU-H,121,18.0,7
2024-02-26,SKU-H,146,18.0,7
2024-03-04,SKU-H,129,18.0,7
2024-03-11,SKU-H,139,18.0,7
2024-03-18,SKU-H,150,18.0,7
2024-03-25,SKU-H,116,18.0,7
2024-04-01,SKU-H,131,18.0,7
2024-04-08,SKU-H,118,18.0,7
2024-04-15,SKU-H,147,18.0,7
2024-04-22,SKU-H,139,18.0,7
2024-04-29,SKU-H,124,18.0,7
2024-05-06,SKU-H,118,18.0,7
2024-05-13,SKU-H,134,18.0,7
2024-05-20,SKU-H,128,18.0,7
2024-05-27,SKU-H,151,18.0,7
2024-06-03,SKU-H,150,18.0,7
2024-06-10,SKU-H,138,18.0,7
2024-06-17,SKU-H,107,18.0,7
2024-06-24,SKU-H,135,18.0,7
2024-07-01,SKU-H,119,18.0,7
2024-07-08,SKU-H,135,18.0,7
2024-07-15,SKU-H,158,18.0,7
2024-07-22,SKU-H,141,18.0,7
2024-07-29,SKU-H,153,18.0,7
2024-08-05,SKU-H,143,18.0,7
2024-08-12,SKU-H,148,18.0,7
2024-08-19,SKU-H,145,18.0,7
2024-08-26,SKU-H,156,18.0,7
2024-09-02,SKU-H,143,18.0,7
2024-09-09,SKU-H,146,18.0,7
2024-09-16,SKU-H,151,18.0,7
2024-09-23,SKU-H,123,18.0,7
2024-09-30,SKU-H,157,18.0,7
2024-10-07,SKU-H,150,18.0,7
2024-10-14,SKU-H,159,18.0,7
2024-10-21,SKU-H,154,18.0,7
2024-10-28,SKU-H,137,18.0,7
2024-11-04,SKU-H,138,18.0,7
2024-11-11,SKU-H,154,18.0,7
2024-11-18,SKU-H,170,18.0,7
2024-11-25,SKU-H,160,18.0,7
2024-12-02,SKU-H,137,18.0,7
2024-12-09,SKU-H,148,18.0,7
2024-12-16,SKU-H,132,18.0,7
2024-12-23,SKU-H,126,18.0,7
